region,expectation_method,k,E_median,E_psf_mad
circular_outer_lit,model_aware,0.3266317012557095,0.09106478563917043,0.00030546454952746577
circular_outer_lit,model_aware,0.33558051498874264,0.08592765260191641,0.00044781001384690245
circular_outer_lit,model_aware,0.3445293287217758,0.08064535381661216,0.00032919216352737606
circular_outer_lit,model_aware,0.3534781424548089,0.07508107479653174,0.0003989092337033035
circular_outer_lit,model_aware,0.36242695618784204,0.06961283965307809,0.00044064271963613187
circular_outer_lit,model_aware,0.37137576992087523,0.06422153813736613,0.0004993471550356865
circular_outer_lit,model_aware,0.38032458365390837,0.05907387225869912,0.00034674660676740037
circular_outer_lit,model_aware,0.3892733973869415,0.054017240441822684,0.0003897329744164665
circular_outer_lit,model_aware,0.39822221111997463,0.04910001245506254,0.0003148004163617405
circular_outer_lit,model_aware,0.40717102485300777,0.044515939285502126,0.00020497779525660936
circular_outer_lit,model_aware,0.4161198385860409,0.040238986331572496,0.0002820234375557016
circular_outer_lit,model_aware,0.42506865231907404,0.03634078276278613,0.00021410828574464576
circular_outer_lit,model_aware,0.43401746605210717,0.03272786790815822,0.0002979150126216841
circular_outer_lit,model_aware,0.4429662797851403,0.02959579844717442,0.00023171816141486344
circular_outer_lit,model_aware,0.45191509351817344,0.026839675654235107,0.00021170452986650647
circular_outer_lit,model_aware,0.4608639072512066,0.024424412450285433,0.00016121059652996576
