galaxy,ring,brightness_left_MJy_sr,brightness_right_MJy_sr,brightness_center_MJy_sr,pixel_count,zone
NGC 3379,outer,3.0673419406016666,3.1426824182271957,3.105012179414431,1178,red
NGC 3379,outer,3.1426824182271957,3.218022895852723,3.1803526570399594,1069,red
NGC 3379,outer,3.218022895852723,3.293363373478252,3.2556931346654876,983,red
NGC 3379,outer,3.293363373478252,3.3687038511037812,3.3310336122910167,866,red
NGC 3379,outer,3.3687038511037812,3.4440443287293103,3.4063740899165458,754,red
NGC 3379,outer,3.4440443287293103,3.5193848063548394,3.481714567542075,650,red
NGC 3379,outer,3.5193848063548394,3.5947252839803685,3.557055045167604,531,red
NGC 3379,outer,3.5947252839803685,3.6700657616058976,3.632395522793133,486,red
NGC 3379,outer,3.6700657616058976,3.707736000418663,3.6889008810122803,197,red
NGC 3379,outer,3.707736000418663,3.7454062392314267,3.726571119825045,230,yellow
NGC 3379,outer,3.7454062392314267,3.8207467168569558,3.7830764780441912,386,yellow
NGC 3379,outer,3.8207467168569558,3.896087194482485,3.8584169556697203,366,yellow
NGC 3379,outer,3.896087194482485,3.971427672108014,3.9337574332952494,296,yellow
NGC 3379,outer,3.971427672108014,4.046768149733543,4.0090979109207785,274,yellow
NGC 3379,outer,4.046768149733543,4.122108627359072,4.084438388546308,235,yellow
NGC 3379,outer,4.122108627359072,4.197449104984601,4.159778866171837,235,yellow
NGC 3379,outer,4.197449104984601,4.2727895826101285,4.235119343797365,182,yellow
NGC 3379,outer,4.2727895826101285,4.348130060235658,4.310459821422893,177,yellow
NGC 3379,outer,4.348130060235658,4.423470537861187,4.385800299048422,126,yellow
NGC 3379,outer,4.423470537861187,4.498811015486716,4.461140776673951,120,yellow
NGC 3379,outer,4.498811015486716,4.574151493112245,4.53648125429948,119,yellow
NGC 3379,outer,4.574151493112245,4.591052398085594,4.5826019455989195,17,yellow
NGC 3379,outer,4.591052398085594,4.649491970737774,4.620272184411684,69,orange
NGC 3379,outer,4.649491970737774,4.724832448363303,4.6871622095505385,76,orange
NGC 3379,outer,4.724832448363303,4.800172925988832,4.762502687176068,75,orange
NGC 3379,outer,4.800172925988832,4.875513403614361,4.837843164801597,57,orange
NGC 3379,outer,4.875513403614361,4.95085388123989,4.913183642427126,61,orange
NGC 3379,outer,4.95085388123989,5.026194358865419,4.988524120052655,51,orange
NGC 3379,outer,5.026194358865419,5.1015348364909485,5.063864597678184,47,orange
NGC 3379,outer,5.1015348364909485,5.176875314116478,5.139205075303713,43,orange
NGC 3379,outer,5.176875314116478,5.252215791742007,5.214545552929242,40,orange
NGC 3379,outer,5.252215791742007,5.327556269367534,5.28988603055477,33,orange
NGC 3379,outer,5.327556269367534,5.402896746993063,5.365226508180299,21,orange
NGC 3379,outer,5.402896746993063,5.478237224618592,5.440566985805828,24,orange
NGC 3379,outer,5.478237224618592,5.553577702244121,5.515907463431357,21,orange
NGC 3379,outer,5.553577702244121,5.62891817986965,5.591247941056886,17,orange
NGC 3379,outer,5.62891817986965,5.7042586574951795,5.666588418682415,12,orange
NGC 3379,outer,5.7042586574951795,5.7795991351207086,5.741928896307944,13,orange
NGC 3379,outer,5.7795991351207086,5.854939612746238,5.817269373933473,15,orange
NGC 3379,outer,5.854939612746238,5.930280090371767,5.892609851559002,12,orange
NGC 3379,outer,5.930280090371767,6.005620567997296,5.967950329184531,10,orange
NGC 3379,outer,6.005620567997296,6.080961045622825,6.04329080681006,13,orange
NGC 3379,outer,6.080961045622825,6.156301523248354,6.1186312844355895,7,orange
NGC 3379,outer,6.156301523248354,6.231642000873883,6.1939717620611185,9,orange
NGC 3379,outer,6.231642000873883,6.306982478499412,6.269312239686648,5,orange
NGC 3379,outer,6.306982478499412,6.3823229561249395,6.344652717312176,5,orange
NGC 3379,outer,6.3823229561249395,6.457663433750469,6.419993194937704,7,orange
NGC 3379,outer,6.457663433750469,6.5330039113759995,6.495333672563234,29,orange
NGC 1380,inner,-3.6146475598216057,-3.575276025633017,-3.5949617927273114,0,orange
NGC 1380,inner,-3.575276025633017,-3.5359044914444286,-3.555590258538723,2,orange
NGC 1380,inner,-3.5359044914444286,-3.49653295725584,-3.5162187243501344,4,orange
NGC 1380,inner,-3.49653295725584,-3.457161423067252,-3.4768471901615463,6,orange
NGC 1380,inner,-3.457161423067252,-3.4177898888786635,-3.437475655972958,2,orange
NGC 1380,inner,-3.4177898888786635,-3.378418354690075,-3.3981041217843693,2,orange
NGC 1380,inner,-3.378418354690075,-3.3390468205014865,-3.3587325875957807,2,orange
NGC 1380,inner,-3.3390468205014865,-3.299675286312898,-3.3193610534071922,1,orange
NGC 1380,inner,-3.299675286312898,-3.2603037521243095,-3.2799895192186037,6,orange
NGC 1380,inner,-3.2603037521243095,-3.220932217935721,-3.240617985030015,4,orange
NGC 1380,inner,-3.220932217935721,-3.181560683747133,-3.2012464508414267,8,orange
NGC 1380,inner,-3.181560683747133,-3.1421891495585443,-3.1618749166528386,5,orange
NGC 1380,inner,-3.1421891495585443,-3.102817615369956,-3.12250338246425,7,orange
NGC 1380,inner,-3.102817615369956,-3.0634460811813673,-3.0831318482756616,13,orange
NGC 1380,inner,-3.0634460811813673,-3.024074546992779,-3.043760314087073,9,orange
NGC 1380,inner,-3.024074546992779,-2.9847030128041903,-3.0043887798984845,8,orange
NGC 1380,inner,-2.9847030128041903,-2.9453314786156017,-2.965017245709896,13,orange
NGC 1380,inner,-2.9453314786156017,-2.905959944427013,-2.9256457115213075,24,orange
NGC 1380,inner,-2.905959944427013,-2.866588410238425,-2.8862741773327194,27,orange
NGC 1380,inner,-2.866588410238425,-2.8272168760498366,-2.846902643144131,18,orange
NGC 1380,inner,-2.8272168760498366,-2.787845341861248,-2.8075311089555424,36,orange
NGC 1380,inner,-2.787845341861248,-2.7484738076726596,-2.768159574766954,38,orange
NGC 1380,inner,-2.7484738076726596,-2.709102273484071,-2.7287880405783653,32,orange
NGC 1380,inner,-2.709102273484071,-2.669730739295483,-2.689416506389777,50,orange
NGC 1380,inner,-2.669730739295483,-2.6303592051068945,-2.6500449722011887,47,orange
NGC 1380,inner,-2.6303592051068945,-2.590987670918306,-2.6106734380126,82,orange
NGC 1380,inner,-2.590987670918306,-2.5516161367297174,-2.5713019038240117,89,orange
NGC 1380,inner,-2.5516161367297174,-2.544442944228649,-2.5480295404791833,16,orange
NGC 1380,inner,-2.544442944228649,-2.512244602541129,-2.528343773384889,61,yellow
NGC 1380,inner,-2.512244602541129,-2.4728730683525404,-2.4925588354468347,96,yellow
NGC 1380,inner,-2.4728730683525404,-2.433501534163952,-2.453187301258246,116,yellow
NGC 1380,inner,-2.433501534163952,-2.3941299999753634,-2.4138157670696576,146,yellow
NGC 1380,inner,-2.3941299999753634,-2.354758465786775,-2.374444232881069,160,yellow
NGC 1380,inner,-2.354758465786775,-2.3153869315981863,-2.3350726986924806,189,yellow
NGC 1380,inner,-2.3153869315981863,-2.2760153974095982,-2.2957011645038925,185,yellow
NGC 1380,inner,-2.2760153974095982,-2.2366438632210097,-2.256329630315304,233,yellow
NGC 1380,inner,-2.2366438632210097,-2.197272329032421,-2.2169580961267155,270,yellow
NGC 1380,inner,-2.197272329032421,-2.1579007948438327,-2.177586561938127,297,yellow
NGC 1380,inner,-2.1579007948438327,-2.1382150277495384,-2.1480579112966858,163,yellow
NGC 1380,inner,-2.1382150277495384,-2.1185292606552446,-2.1283721442023915,194,red
NGC 1380,inner,-2.1185292606552446,-2.079157726466656,-2.0988434935609503,397,red
NGC 1380,inner,-2.079157726466656,-2.0397861922780676,-2.059471959372362,412,red
NGC 1380,inner,-2.0397861922780676,-2.000414658089479,-2.0201004251837733,499,red
NGC 1380,inner,-2.000414658089479,-1.9610431239008905,-1.9807288909951848,587,red
NGC 1380,inner,-1.9610431239008905,-1.921671589712302,-1.9413573568065963,615,red
NGC 1380,inner,-1.921671589712302,-1.8823000555237135,-1.9019858226180077,672,red
NGC 1380,inner,-1.8823000555237135,-1.8429285213351252,-1.8626142884294192,769,red
NGC 1380,inner,-1.8429285213351252,-1.8035569871465367,-1.823242754240831,843,red
NGC 1380,inner,-1.8035569871465367,-1.7641854529579482,-1.7838712200522424,947,red
NGC 1380,inner,-1.7641854529579482,-1.7248139187693599,-1.7444996858636541,1069,red
NGC 1380,inner,-1.7248139187693599,-1.719784252345562,-1.722299085557461,158,red
NGC 1380,inner,-1.719784252345562,-1.6854423845807713,-1.7026133184631667,1100,blue
NGC 1380,inner,-1.6854423845807713,-1.6460708503921828,-1.665756617486477,1366,blue
NGC 1380,inner,-1.6460708503921828,-1.6066993162035943,-1.6263850832978886,1493,blue
NGC 1380,inner,-1.6066993162035943,-1.5673277820150058,-1.5870135491093,1735,blue
NGC 1380,inner,-1.5673277820150058,-1.5279562478264173,-1.5476420149207115,1883,blue
NGC 1380,inner,-1.5279562478264173,-1.4885847136378292,-1.5082704807321232,2132,blue
NGC 1380,inner,-1.4885847136378292,-1.4492131794492407,-1.468898946543535,2286,blue
NGC 1380,inner,-1.4492131794492407,-1.4098416452606521,-1.4295274123549464,2621,blue
NGC 1380,inner,-1.4098416452606521,-1.3704701110720636,-1.3901558781663579,2773,blue
NGC 1380,inner,-1.3704701110720636,-1.331098576883475,-1.3507843439777694,2936,blue
NGC 1380,inner,-1.331098576883475,-1.2917270426948866,-1.3114128097891808,3270,blue
NGC 1380,inner,-1.2917270426948866,-1.252355508506298,-1.2720412756005923,3653,blue
NGC 1380,inner,-1.252355508506298,-1.21298397431771,-1.232669741412004,4034,blue
NGC 1380,inner,-1.21298397431771,-1.1736124401291215,-1.1932982072234157,4230,blue
NGC 1380,inner,-1.1736124401291215,-1.134240905940533,-1.1539266730348272,4861,blue
NGC 1380,inner,-1.134240905940533,-1.0948693717519444,-1.1145551388462387,5261,blue
NGC 1380,inner,-1.0948693717519444,-1.055497837563356,-1.0751836046576502,5469,blue
NGC 1380,inner,-1.055497837563356,-1.0161263033747674,-1.0358120704690617,5933,blue
NGC 1380,inner,-1.0161263033747674,-0.9767547691861789,-0.9964405362804731,6324,blue
NGC 1380,inner,-0.9767547691861789,-0.9373832349975908,-0.9570690020918848,6719,blue
NGC 1380,inner,-0.9373832349975908,-0.8980117008090023,-0.9176974679032965,7169,blue
NGC 1380,inner,-0.8980117008090023,-0.8586401666204138,-0.878325933714708,7675,blue
NGC 1380,inner,-0.8586401666204138,-0.8192686324318252,-0.8389543995261195,7969,blue
NGC 1380,inner,-0.8192686324318252,-0.7798970982432367,-0.799582865337531,8455,blue
NGC 1380,inner,-0.7798970982432367,-0.7405255640546482,-0.7602113311489425,9014,blue
NGC 1380,inner,-0.7405255640546482,-0.7011540298660597,-0.7208397969603539,9515,blue
NGC 1380,inner,-0.7011540298660597,-0.6617824956774716,-0.6814682627717656,9759,blue
NGC 1380,inner,-0.6617824956774716,-0.6224109614888831,-0.6420967285831773,10279,blue
NGC 1380,inner,-0.6224109614888831,-0.5830394273002946,-0.6027251943945888,10754,blue
NGC 1380,inner,-0.5830394273002946,-0.543667893111706,-0.5633536602060003,10895,blue
NGC 1380,inner,-0.543667893111706,-0.5042963589231175,-0.5239821260174118,11398,blue
NGC 1380,inner,-0.5042963589231175,-0.464924824734529,-0.48461059182882327,11624,blue
NGC 1380,inner,-0.464924824734529,-0.4255532905459405,-0.44523905764023475,11807,blue
NGC 1380,inner,-0.4255532905459405,-0.3861817563573524,-0.40586752345164645,12022,blue
NGC 1380,inner,-0.3861817563573524,-0.3468102221687639,-0.36649598926305815,12405,blue
NGC 1380,inner,-0.3468102221687639,-0.3074386879801754,-0.32712445507446963,12349,blue
NGC 1380,inner,-0.3074386879801754,-0.26806715379158685,-0.2877529208858811,12663,blue
NGC 1380,inner,-0.26806715379158685,-0.22869561960299833,-0.2483813866972926,12799,blue
NGC 1380,inner,-0.22869561960299833,-0.18932408541440982,-0.20900985250870407,12602,blue
NGC 1380,inner,-0.18932408541440982,-0.1499525512258213,-0.16963831832011556,12806,blue
NGC 1380,inner,-0.1499525512258213,-0.11058101703723322,-0.13026678413152726,12865,blue
NGC 1380,inner,-0.11058101703723322,-0.0712094828486447,-0.09089524994293896,12759,blue
NGC 1380,inner,-0.0712094828486447,-0.03183794866005618,-0.05152371575435044,12827,blue
NGC 1380,inner,-0.03183794866005618,0.007533585528532338,-0.012152181565761921,12591,blue
NGC 1380,inner,0.007533585528532338,0.04690511971712086,0.027219352622826598,12404,blue
NGC 1380,inner,0.04690511971712086,0.08627665390570938,0.06659088681141512,12136,blue
NGC 1380,inner,0.08627665390570938,0.1256481880942979,0.10596242100000364,12062,blue
NGC 1380,inner,0.1256481880942979,0.16501972228288597,0.14533395518859193,11857,blue
NGC 1380,inner,0.16501972228288597,0.2043912564714745,0.18470548937718023,11722,blue
NGC 1380,inner,0.2043912564714745,0.243762790660063,0.22407702356576875,11187,blue
NGC 1380,inner,0.243762790660063,0.28313432484865153,0.26344855775435727,10971,blue
NGC 1380,inner,0.28313432484865153,0.32250585903724005,0.3028200919429458,10447,blue
NGC 1380,inner,0.32250585903724005,0.36187739322582857,0.3421916261315343,10421,blue
NGC 1380,inner,0.36187739322582857,0.4012489274144171,0.38156316032012283,10104,blue
NGC 1380,inner,0.4012489274144171,0.4406204616030056,0.42093469450871135,9707,blue
NGC 1380,inner,0.4406204616030056,0.47999199579159413,0.46030622869729987,9359,blue
NGC 1380,inner,0.47999199579159413,0.5193635299801826,0.4996777628858884,9061,blue
NGC 1380,inner,0.5193635299801826,0.5587350641687712,0.5390492970744769,8725,blue
NGC 1380,inner,0.5587350641687712,0.5981065983573588,0.578420831263065,8347,blue
NGC 1380,inner,0.5981065983573588,0.6374781325459473,0.6177923654516531,7929,blue
NGC 1380,inner,0.6374781325459473,0.6768496667345358,0.6571638996402416,7823,blue
NGC 1380,inner,0.6768496667345358,0.7162212009231244,0.6965354338288301,7374,blue
NGC 1380,inner,0.7162212009231244,0.7555927351117129,0.7359069680174186,6895,blue
NGC 1380,inner,0.7555927351117129,0.7949642693003014,0.7752785022060071,6865,blue
NGC 1380,inner,0.7949642693003014,0.8343358034888899,0.8146500363945957,6327,blue
NGC 1380,inner,0.8343358034888899,0.8737073376774784,0.8540215705831842,6068,blue
NGC 1380,inner,0.8737073376774784,0.913078871866067,0.8933931047717727,5820,blue
NGC 1380,inner,0.913078871866067,0.9524504060546555,0.9327646389603612,5457,blue
NGC 1380,inner,0.9524504060546555,0.991821940243244,0.9721361731489497,5334,blue
NGC 1380,inner,0.991821940243244,1.0311934744318325,1.0115077073375383,4898,blue
NGC 1380,inner,1.0311934744318325,1.070565008620421,1.0508792415261268,4530,blue
NGC 1380,inner,1.070565008620421,1.1099365428090096,1.0902507757147153,4318,blue
NGC 1380,inner,1.1099365428090096,1.1493080769975972,1.1296223099033034,4054,blue
NGC 1380,inner,1.1493080769975972,1.1886796111861857,1.1689938440918914,3942,blue
NGC 1380,inner,1.1886796111861857,1.2280511453747742,1.20836537828048,3667,blue
NGC 1380,inner,1.2280511453747742,1.2674226795633627,1.2477369124690685,3503,blue
NGC 1380,inner,1.2674226795633627,1.3067942137519513,1.287108446657657,3320,blue
NGC 1380,inner,1.3067942137519513,1.3461657479405398,1.3264799808462455,3134,blue
NGC 1380,inner,1.3461657479405398,1.3855372821291283,1.365851515034834,2917,blue
NGC 1380,inner,1.3855372821291283,1.4249088163177168,1.4052230492234226,2832,blue
NGC 1380,inner,1.4249088163177168,1.4642803505063053,1.444594583412011,2568,blue
NGC 1380,inner,1.4642803505063053,1.5036518846948939,1.4839661176005996,2340,blue
NGC 1380,inner,1.5036518846948939,1.5430234188834824,1.5233376517891881,2278,blue
NGC 1380,inner,1.5430234188834824,1.5703538730740547,1.5566886459787685,1478,blue
NGC 1380,inner,1.5703538730740547,1.582394953072071,1.5763744130730628,610,red
NGC 1380,inner,1.582394953072071,1.6217664872606594,1.6020807201663652,1936,red
NGC 1380,inner,1.6217664872606594,1.661138021449248,1.6414522543549537,1852,red
NGC 1380,inner,1.661138021449248,1.7005095556378365,1.6808237885435422,1755,red
NGC 1380,inner,1.7005095556378365,1.739881089826424,1.7201953227321303,1535,red
NGC 1380,inner,1.739881089826424,1.7792526240150126,1.7595668569207183,1487,red
NGC 1380,inner,1.7792526240150126,1.8186241582036011,1.7989383911093069,1402,red
NGC 1380,inner,1.8186241582036011,1.8579956923921896,1.8383099252978954,1259,red
NGC 1380,inner,1.8579956923921896,1.8973672265807782,1.877681459486484,1206,red
NGC 1380,inner,1.8973672265807782,1.9367387607693667,1.9170529936750724,1087,red
NGC 1380,inner,1.9367387607693667,1.9761102949579552,1.956424527863661,1016,red
NGC 1380,inner,1.9761102949579552,1.99579606205225,1.9859531785051026,490,red
NGC 1380,inner,1.99579606205225,2.0154818291465437,2.005638945599397,467,yellow
NGC 1380,inner,2.0154818291465437,2.0548533633351322,2.035167596240838,830,yellow
NGC 1380,inner,2.0548533633351322,2.0942248975237208,2.0745391304294265,841,yellow
NGC 1380,inner,2.0942248975237208,2.1335964317123093,2.113910664618015,795,yellow
NGC 1380,inner,2.1335964317123093,2.172967965900898,2.1532821988066035,752,yellow
NGC 1380,inner,2.172967965900898,2.2123395000894863,2.192653732995192,695,yellow
NGC 1380,inner,2.2123395000894863,2.251711034278075,2.2320252671837806,627,yellow
NGC 1380,inner,2.251711034278075,2.2910825684666625,2.2713968013723687,533,yellow
NGC 1380,inner,2.2910825684666625,2.330454102655251,2.3107683355609567,499,yellow
NGC 1380,inner,2.330454102655251,2.3698256368438395,2.3501398697495453,450,yellow
NGC 1380,inner,2.3698256368438395,2.4053694680333138,2.3875975524385766,426,yellow
NGC 1380,inner,2.4053694680333138,2.409197171032428,2.407283319532871,46,orange
NGC 1380,inner,2.409197171032428,2.4485687052210166,2.4288829381267223,423,orange
NGC 1380,inner,2.4485687052210166,2.487940239409605,2.468254472315311,376,orange
NGC 1380,inner,2.487940239409605,2.5273117735981936,2.5076260065038993,349,orange
NGC 1380,inner,2.5273117735981936,2.566683307786782,2.546997540692488,357,orange
NGC 1380,inner,2.566683307786782,2.6060548419753706,2.5863690748810764,293,orange
NGC 1380,inner,2.6060548419753706,2.645426376163959,2.625740609069665,277,orange
NGC 1380,inner,2.645426376163959,2.6847979103525477,2.6651121432582534,264,orange
NGC 1380,inner,2.6847979103525477,2.724169444541136,2.704483677446842,239,orange
NGC 1380,inner,2.724169444541136,2.7635409787297247,2.7438552116354304,214,orange
NGC 1380,inner,2.7635409787297247,2.8029125129183132,2.783226745824019,193,orange
NGC 1380,inner,2.8029125129183132,2.842284047106901,2.822598280012607,172,orange
NGC 1380,inner,2.842284047106901,2.8816555812954894,2.861969814201195,184,orange
NGC 1380,inner,2.8816555812954894,2.921027115484078,2.9013413483897836,157,orange
NGC 1380,inner,2.921027115484078,2.9603986496726664,2.940712882578372,143,orange
NGC 1380,inner,2.9603986496726664,2.999770183861255,2.9800844167669607,122,orange
NGC 1380,inner,2.999770183861255,3.0391417180498435,3.019455950955549,122,orange
NGC 1380,inner,3.0391417180498435,3.078513252238432,3.0588274851441377,104,orange
NGC 1380,inner,3.078513252238432,3.1178847864270205,3.0981990193327262,118,orange
NGC 1380,inner,3.1178847864270205,3.157256320615609,3.1375705535213148,97,orange
NGC 1380,inner,3.157256320615609,3.1966278548041975,3.1769420877099033,95,orange
NGC 1380,inner,3.1966278548041975,3.235999388992786,3.216313621898492,87,orange
NGC 1380,inner,3.235999388992786,3.2753709231813746,3.2556851560870803,59,orange
NGC 1380,inner,3.2753709231813746,3.314742457369963,3.295056690275669,72,orange
NGC 1380,inner,3.314742457369963,3.3541139915585516,3.3344282244642574,63,orange
NGC 1380,inner,3.3541139915585516,3.3934855257471392,3.3737997586528454,57,orange
NGC 1380,inner,3.3934855257471392,3.4328570599357278,3.4131712928414335,49,orange
NGC 1380,inner,3.4328570599357278,3.472228594124317,3.4525428270300225,588,orange
NGC 1380,outer,-3.6146475598216057,-3.575276025633017,-3.5949617927273114,0,orange
NGC 1380,outer,-3.575276025633017,-3.5359044914444286,-3.555590258538723,0,orange
NGC 1380,outer,-3.5359044914444286,-3.49653295725584,-3.5162187243501344,0,orange
NGC 1380,outer,-3.49653295725584,-3.457161423067252,-3.4768471901615463,0,orange
NGC 1380,outer,-3.457161423067252,-3.4177898888786635,-3.437475655972958,0,orange
NGC 1380,outer,-3.4177898888786635,-3.378418354690075,-3.3981041217843693,0,orange
NGC 1380,outer,-3.378418354690075,-3.3390468205014865,-3.3587325875957807,0,orange
NGC 1380,outer,-3.3390468205014865,-3.299675286312898,-3.3193610534071922,0,orange
NGC 1380,outer,-3.299675286312898,-3.2603037521243095,-3.2799895192186037,0,orange
NGC 1380,outer,-3.2603037521243095,-3.220932217935721,-3.240617985030015,0,orange
NGC 1380,outer,-3.220932217935721,-3.181560683747133,-3.2012464508414267,0,orange
NGC 1380,outer,-3.181560683747133,-3.1421891495585443,-3.1618749166528386,0,orange
NGC 1380,outer,-3.1421891495585443,-3.102817615369956,-3.12250338246425,0,orange
NGC 1380,outer,-3.102817615369956,-3.0634460811813673,-3.0831318482756616,0,orange
NGC 1380,outer,-3.0634460811813673,-3.024074546992779,-3.043760314087073,0,orange
NGC 1380,outer,-3.024074546992779,-2.9847030128041903,-3.0043887798984845,0,orange
NGC 1380,outer,-2.9847030128041903,-2.9453314786156017,-2.965017245709896,0,orange
NGC 1380,outer,-2.9453314786156017,-2.905959944427013,-2.9256457115213075,0,orange
NGC 1380,outer,-2.905959944427013,-2.866588410238425,-2.8862741773327194,0,orange
NGC 1380,outer,-2.866588410238425,-2.8272168760498366,-2.846902643144131,0,orange
NGC 1380,outer,-2.8272168760498366,-2.787845341861248,-2.8075311089555424,0,orange
NGC 1380,outer,-2.787845341861248,-2.7484738076726596,-2.768159574766954,0,orange
NGC 1380,outer,-2.7484738076726596,-2.709102273484071,-2.7287880405783653,0,orange
NGC 1380,outer,-2.709102273484071,-2.669730739295483,-2.689416506389777,0,orange
NGC 1380,outer,-2.669730739295483,-2.6303592051068945,-2.6500449722011887,0,orange
NGC 1380,outer,-2.6303592051068945,-2.590987670918306,-2.6106734380126,0,orange
NGC 1380,outer,-2.590987670918306,-2.5516161367297174,-2.5713019038240117,0,orange
NGC 1380,outer,-2.5516161367297174,-2.544442944228649,-2.5480295404791833,0,orange
NGC 1380,outer,-2.544442944228649,-2.512244602541129,-2.528343773384889,1,yellow
NGC 1380,outer,-2.512244602541129,-2.4728730683525404,-2.4925588354468347,0,yellow
NGC 1380,outer,-2.4728730683525404,-2.433501534163952,-2.453187301258246,0,yellow
NGC 1380,outer,-2.433501534163952,-2.3941299999753634,-2.4138157670696576,0,yellow
NGC 1380,outer,-2.3941299999753634,-2.354758465786775,-2.374444232881069,0,yellow
NGC 1380,outer,-2.354758465786775,-2.3153869315981863,-2.3350726986924806,0,yellow
NGC 1380,outer,-2.3153869315981863,-2.2760153974095982,-2.2957011645038925,1,yellow
NGC 1380,outer,-2.2760153974095982,-2.2366438632210097,-2.256329630315304,0,yellow
NGC 1380,outer,-2.2366438632210097,-2.197272329032421,-2.2169580961267155,4,yellow
NGC 1380,outer,-2.197272329032421,-2.1579007948438327,-2.177586561938127,1,yellow
NGC 1380,outer,-2.1579007948438327,-2.1382150277495384,-2.1480579112966858,1,yellow
NGC 1380,outer,-2.1382150277495384,-2.1185292606552446,-2.1283721442023915,2,red
NGC 1380,outer,-2.1185292606552446,-2.079157726466656,-2.0988434935609503,2,red
NGC 1380,outer,-2.079157726466656,-2.0397861922780676,-2.059471959372362,7,red
NGC 1380,outer,-2.0397861922780676,-2.000414658089479,-2.0201004251837733,11,red
NGC 1380,outer,-2.000414658089479,-1.9610431239008905,-1.9807288909951848,10,red
NGC 1380,outer,-1.9610431239008905,-1.921671589712302,-1.9413573568065963,20,red
NGC 1380,outer,-1.921671589712302,-1.8823000555237135,-1.9019858226180077,28,red
NGC 1380,outer,-1.8823000555237135,-1.8429285213351252,-1.8626142884294192,38,red
NGC 1380,outer,-1.8429285213351252,-1.8035569871465367,-1.823242754240831,54,red
NGC 1380,outer,-1.8035569871465367,-1.7641854529579482,-1.7838712200522424,61,red
NGC 1380,outer,-1.7641854529579482,-1.7248139187693599,-1.7444996858636541,74,red
NGC 1380,outer,-1.7248139187693599,-1.719784252345562,-1.722299085557461,12,red
NGC 1380,outer,-1.719784252345562,-1.6854423845807713,-1.7026133184631667,109,blue
NGC 1380,outer,-1.6854423845807713,-1.6460708503921828,-1.665756617486477,179,blue
NGC 1380,outer,-1.6460708503921828,-1.6066993162035943,-1.6263850832978886,178,blue
NGC 1380,outer,-1.6066993162035943,-1.5673277820150058,-1.5870135491093,257,blue
NGC 1380,outer,-1.5673277820150058,-1.5279562478264173,-1.5476420149207115,350,blue
NGC 1380,outer,-1.5279562478264173,-1.4885847136378292,-1.5082704807321232,473,blue
NGC 1380,outer,-1.4885847136378292,-1.4492131794492407,-1.468898946543535,547,blue
NGC 1380,outer,-1.4492131794492407,-1.4098416452606521,-1.4295274123549464,712,blue
NGC 1380,outer,-1.4098416452606521,-1.3704701110720636,-1.3901558781663579,843,blue
NGC 1380,outer,-1.3704701110720636,-1.331098576883475,-1.3507843439777694,1065,blue
NGC 1380,outer,-1.331098576883475,-1.2917270426948866,-1.3114128097891808,1456,blue
NGC 1380,outer,-1.2917270426948866,-1.252355508506298,-1.2720412756005923,1726,blue
NGC 1380,outer,-1.252355508506298,-1.21298397431771,-1.232669741412004,2191,blue
NGC 1380,outer,-1.21298397431771,-1.1736124401291215,-1.1932982072234157,2664,blue
NGC 1380,outer,-1.1736124401291215,-1.134240905940533,-1.1539266730348272,3263,blue
NGC 1380,outer,-1.134240905940533,-1.0948693717519444,-1.1145551388462387,3939,blue
NGC 1380,outer,-1.0948693717519444,-1.055497837563356,-1.0751836046576502,4938,blue
NGC 1380,outer,-1.055497837563356,-1.0161263033747674,-1.0358120704690617,5918,blue
NGC 1380,outer,-1.0161263033747674,-0.9767547691861789,-0.9964405362804731,7186,blue
NGC 1380,outer,-0.9767547691861789,-0.9373832349975908,-0.9570690020918848,8723,blue
NGC 1380,outer,-0.9373832349975908,-0.8980117008090023,-0.9176974679032965,10341,blue
NGC 1380,outer,-0.8980117008090023,-0.8586401666204138,-0.878325933714708,12292,blue
NGC 1380,outer,-0.8586401666204138,-0.8192686324318252,-0.8389543995261195,14374,blue
NGC 1380,outer,-0.8192686324318252,-0.7798970982432367,-0.799582865337531,16885,blue
NGC 1380,outer,-0.7798970982432367,-0.7405255640546482,-0.7602113311489425,19633,blue
NGC 1380,outer,-0.7405255640546482,-0.7011540298660597,-0.7208397969603539,23068,blue
NGC 1380,outer,-0.7011540298660597,-0.6617824956774716,-0.6814682627717656,26234,blue
NGC 1380,outer,-0.6617824956774716,-0.6224109614888831,-0.6420967285831773,29500,blue
NGC 1380,outer,-0.6224109614888831,-0.5830394273002946,-0.6027251943945888,33163,blue
NGC 1380,outer,-0.5830394273002946,-0.543667893111706,-0.5633536602060003,37099,blue
NGC 1380,outer,-0.543667893111706,-0.5042963589231175,-0.5239821260174118,40811,blue
NGC 1380,outer,-0.5042963589231175,-0.464924824734529,-0.48461059182882327,44859,blue
NGC 1380,outer,-0.464924824734529,-0.4255532905459405,-0.44523905764023475,49063,blue
NGC 1380,outer,-0.4255532905459405,-0.3861817563573524,-0.40586752345164645,52924,blue
NGC 1380,outer,-0.3861817563573524,-0.3468102221687639,-0.36649598926305815,57127,blue
NGC 1380,outer,-0.3468102221687639,-0.3074386879801754,-0.32712445507446963,60213,blue
NGC 1380,outer,-0.3074386879801754,-0.26806715379158685,-0.2877529208858811,62969,blue
NGC 1380,outer,-0.26806715379158685,-0.22869561960299833,-0.2483813866972926,64964,blue
